,wid,age,country,gender,marital,parenthood,hmid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,value
4786,574,31,USA,m,married,n,96288,3m,"I got to visit my parents on Mother's Day, which was the first time I'd seen them in nearly half a year due to schedule conflicts and the fact that they recently moved several hours away.","I got to visit my parents on Mother's Day, which was the first time I'd seen them in nearly half a year due to schedule conflicts and the fact that they recently moved several hours away.",True,1,affection,affection,1
4794,576,38,USA,f,married,y,34201,24h,"My son got a job offer when attending the job fair at school, many of the employers were impressed with his JROTC uniform. ","My son got a job offer when attending the job fair at school, many of the employers were impressed with his JROTC uniform. ",True,1,affection,affection,1
4795,576,38,USA,f,married,y,36201,24h,I taught my daughter how to do her taxes and she filed them with little assistance from me. ,I taught my daughter how to do her taxes and she filed them with little assistance from me. ,True,1,affection,affection,1
4797,576,38,USA,f,married,y,59479,3m,"My daughter graduated from High School and started college. It was a lot of hard work, but I am so proud of her. ","My daughter graduated from High School and started college. It was a lot of hard work, but I am so proud of her. ",True,2,affection,achievement,1
4798,576,38,USA,f,married,y,84253,3m,My daughter graduated from high school early. She had the plan to do so since the 9th grade and she pulled it off. I am very proud ,My daughter graduated from high school early. She had the plan to do so since the 9th grade and she pulled it off. I am very proud ,True,3,affection,affection,1
4800,576,38,USA,f,married,y,107723,3m,"Thursday my daughter turned 18, I am so prud of her and all that she has accomplished. ","Thursday my daughter turned 18, I am so prud of her and all that she has accomplished. ",True,1,affection,affection,1
4804,577,33,USA,f,married,n,99216,3m,My guy that I'm crushing on came over and I made sushi for him. He praised me for such great sushi.,My guy that I'm crushing on came over and I made sushi for him. He praised me for such great sushi.,True,2,affection,affection,1
4848,584,39,USA,f,married,y,90075,3m,My son's joy at some grass he is growing in a cup from his kindergarten orientation makes me happy.,My son's joy at some grass he is growing in a cup from his kindergarten orientation makes me happy.,True,1,affection,affection,1
4865,587,31,USA,f,married,y,73905,3m,I got to go on a date with my husband.,I got to go on a date with my husband.,True,1,affection,affection,1
4866,587,31,USA,f,married,y,87403,3m,"My oldest child told me that even when I'm not with her, I'll always be in her heart.","My oldest child told me that even when I'm not with her, I'll always be in her heart.",True,1,affection,affection,1
4880,593,48,USA,f,married,y,49878,24h,I watched my daughter play polo at school and she was so happy.,I watched my daughter play polo at school and she was so happy.,True,1,affection,affection,1
4881,593,48,USA,f,married,y,59701,3m,I got married.,I got married.,True,1,affection,affection,1
4882,593,48,USA,f,married,y,88030,3m,My daughter got a job interview for a job that she applied for.,My daughter got a job interview for a job that she applied for.,True,1,affection,achievement,1
4883,593,48,USA,f,married,y,124584,24h,My daughter got a job interview,My daughter got a job interview,True,1,affection,affection,1
4898,596,29,USA,f,married,n,94507,3m,"Had dinner at an upscale and delicious Greek restaurant with a cozy atmosphere, with family for for mother's day.","Had dinner at an upscale and delicious Greek restaurant with a cozy atmosphere, with family for for mother's day.",True,1,affection,affection,1
4899,596,29,USA,f,married,n,95507,3m,"Had a good brunch with my husband and in-laws, which involved waiting in line for 2 hours but we met several interesting people in line and had conversations with them.","Had a good brunch with my husband and in-laws, which involved waiting in line for 2 hours but we met several interesting people in line and had conversations with them.",True,1,affection,affection,1
4900,596,29,USA,f,married,n,104046,3m,My husband and I had very delicious sushi at a restaurant we had never tried before ,My husband and I had very delicious sushi at a restaurant we had never tried before ,True,1,affection,affection,1
4901,597,24,USA,m,married,y,47970,24h,"My step daughter found a baby turtle, which we brought to the nearest pond.","My step daughter found a baby turtle, which we brought to the nearest pond.",True,1,affection,affection,1
4903,597,24,USA,m,married,y,119843,24h,Me and my wife watched an animated movie together.,Me and my wife watched an animated movie together.,True,1,affection,affection,1
4913,599,43,USA,f,married,y,110759,24h,My son went on his first job interview.,My son went on his first job interview.,True,1,affection,affection,1
4926,603,34,USA,m,married,y,38734,24h,"My mother made my favorite dinner in the world, her special meatloaf.","My mother made my favorite dinner in the world, her special meatloaf.",True,1,affection,affection,1
4927,603,34,USA,m,married,y,43818,24h,I watched Wrestlemania with my brother.,I watched Wrestlemania with my brother.,True,1,affection,affection,1
4928,603,34,USA,m,married,y,86195,3m,"My brother fixed my car, saving me hundreds in repair costs.","My brother fixed my car, saving me hundreds in repair costs.",True,1,affection,affection,1
4929,603,34,USA,m,married,y,88195,3m,My ex called to tell me she misses me.,My ex called to tell me she misses me.,True,1,affection,affection,1
4931,603,34,USA,m,married,y,101700,3m,My uncle called to say he's coming to visit for the first time in years.,My uncle called to say he's coming to visit for the first time in years.,True,1,affection,affection,1
4933,604,26,USA,m,married,y,37883,24h,"Last night my wife and I went out to dinner with some of our friends, and we told them we were pregnant!","Last night my wife and I went out to dinner with some of our friends, and we told them we were pregnant!",True,1,affection,affection,1
4935,604,26,USA,m,married,y,44004,24h,I loved seeing the joy on my daughter's face when I picked her up from daycare.,I loved seeing the joy on my daughter's face when I picked her up from daycare.,True,1,affection,affection,1
5007,614,60,USA,m,married,y,90317,3m,"I went to the beach with my grandchildren.  We had a blast and spent the day running around, splashing in the waves.  We had food and music and had a great time.  It felt like i was re-living my youth. Great to see the smiles on their faces.","I went to the beach with my grandchildren.  We had a blast and spent the day running around, splashing in the waves.  We had food and music and had a great time.  It felt like i was re-living my youth. Great to see the smiles on their faces.",True,5,affection,affection,1
5010,614,60,USA,m,married,y,101355,3m,I planned a trip to Disney World with my daughters and my grandchildren.,I planned a trip to Disney World with my daughters and my grandchildren.,True,1,affection,affection,1
5020,616,32,USA,f,married,y,34761,24h,I saw my aunt at the church hall this afternoon. ,I saw my aunt at the church hall this afternoon. ,True,1,affection,affection,1
5027,616,32,USA,f,married,y,120526,24h,I pencil-sketched and colored a picture of my grandmother in her wedding dress that my cousin posted on social media. ,I pencil-sketched and colored a picture of my grandmother in her wedding dress that my cousin posted on social media. ,True,1,affection,affection,1
5028,617,43,USA,m,married,y,79710,3m,Had dinner with my wife,Had dinner with my wife,True,1,affection,affection,1
5031,617,43,USA,m,married,y,95809,3m,Walked my dog,Walked my dog,True,1,affection,affection,1
5032,617,43,USA,m,married,y,98740,3m,Walked my dog,Walked my dog,True,1,affection,affection,1
5033,617,43,USA,m,married,y,100399,3m,Had dinner with my wife,Had dinner with my wife,True,1,affection,affection,1
5034,617,43,USA,m,married,y,106569,3m,Had dinner with my wife,Had dinner with my wife,True,1,affection,affection,1
5035,617,43,USA,m,married,y,108569,3m,Walked my dog,Walked my dog,True,1,affection,affection,1
5036,617,43,USA,m,married,y,110198,24h,Had dinner with my wife,Had dinner with my wife,True,1,affection,affection,1
5037,617,43,USA,m,married,y,117098,24h,Walked my dog,Walked my dog,True,1,affection,affection,1
5038,617,43,USA,m,married,y,118583,24h,Walked my dog,Walked my dog,True,1,affection,affection,1
5042,619,22,USA,m,married,n,31621,24h,My mother told me she had a gift for me.,My mother told me she had a gift for me.,True,1,affection,affection,1
5077,625,41,USA,f,married,y,46575,24h,I went to dinner with my husband and kids tonight and we rarely go out to eat.,I went to dinner with my husband and kids tonight and we rarely go out to eat.,True,1,affection,affection,1
