,wid,age,country,gender,marital,parenthood,hmid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,value
6451,883,39,USA,m,single,n,124098,24h,I got a $40 jar of Amazing Grass Superfood for $11.50.,I got a $40 jar of Amazing Grass Superfood for $11.50.,True,1,achievement,achievement,1
6467,886,29,USA,f,single,n,72464,3m,I finally submitted an application that I've been working on for the past 4 months!!,I finally submitted an application that I've been working on for the past 4 months!!,True,2,achievement,achievement,1
6469,886,29,USA,f,single,n,84698,3m,I bought a bunch of things to clean my house with.,I bought a bunch of things to clean my house with.,True,1,achievement,achievement,1
6488,891,23,USA,f,single,n,46142,24h,I finished a lot of my class readings a couple days in advance. ,I finished a lot of my class readings a couple days in advance. ,True,1,achievement,achievement,1
6489,891,23,USA,f,single,n,46805,24h,I was able to finish my property readings for the week in advance.,I was able to finish my property readings for the week in advance.,True,1,achievement,achievement,1
6507,898,41,USA,f,single,y,44772,24h,I had a short.day at work.,I had a short.day at work.,True,1,achievement,achievement,1
6508,898,41,USA,f,single,y,75695,3m,My plants are starting to sprout and especially the lilacs are doing well.,My plants are starting to sprout and especially the lilacs are doing well.,True,1,achievement,achievement,1
6523,903,29,USA,m,single,n,62585,3m,Getting the house cleaned,Getting the house cleaned,True,1,achievement,achievement,1
6534,906,24,USA,m,single,n,38484,24h,I was playing a baseball video game and won in dramatic fashion against another team.,I was playing a baseball video game and won in dramatic fashion against another team.,True,1,achievement,achievement,1
6536,906,24,USA,m,single,n,49504,24h,I bought something on eBay today.,I bought something on eBay today.,True,1,achievement,achievement,1
6549,908,19,USA,m,single,n,54104,24h,Getting my work done for the day made me happy,Getting my work done for the day made me happy,True,1,achievement,achievement,1
6551,909,29,USA,m,single,n,54980,24h,"Yesterday morning, I was happy I made to macroeconomics class on time by smoothly navigating through traffic.","Yesterday morning, I was happy I made to macroeconomics class on time by smoothly navigating through traffic.",True,1,achievement,achievement,1
6600,921,28,USA,m,single,n,70180,3m,I won a raffle at work and won a tv.,I won a raffle at work and won a tv.,True,1,achievement,achievement,1
6601,921,28,USA,m,single,n,74576,3m,i won a tv from a raffle. i never win so i was quite suprised,i won a tv from a raffle. i never win so i was quite surprised,False,2,achievement,achievement,1
6602,921,28,USA,m,single,n,87073,3m,i paid off a loan i had gotten to pay some bills.,i paid off a loan i had gotten to pay some bills.,True,1,achievement,achievement,1
6613,925,28,USA,f,single,n,49351,24h,I finished all my work.,I finished all my work.,True,1,achievement,achievement,1
6644,935,24,USA,f,single,y,77222,3m,I received good feedback on an art series that I'm working on,I received good feedback on an art series that I'm working on,True,1,achievement,achievement,1
6656,938,27,USA,m,single,n,72089,3m,I finally received my CPAP machine after waiting for what felt like forever for the appointment date to arrive.,I finally received my CPAP machine after waiting for what felt like forever for the appointment date to arrive.,True,1,achievement,achievement,1
6660,939,24,USA,f,single,n,45376,24h,I successfully made a perfect cup of coffee,I successfully made a perfect cup of coffee,True,1,achievement,achievement,1
6661,939,24,USA,f,single,n,50061,24h,I made decent sales today in my online store,I made decent sales today in my online store,True,1,achievement,achievement,1
6662,940,27,USA,m,single,n,45397,24h,I was awarded a competitive fellowship (which I had been waiting to hear back from for a week).,I was awarded a competitive fellowship (which I had been waiting to hear back from for a week).,True,1,achievement,achievement,1
6666,940,27,USA,m,single,n,116757,24h,I was praised for doing a good job on a leadership exercise in class. ,I was praised for doing a good job on a leadership exercise in class. ,True,1,achievement,achievement,1
6679,943,36,USA,f,single,n,95089,3m,Getting a consulting gig at a good rate,Getting a consulting gig at a good rate,True,1,achievement,achievement,1
6680,943,36,USA,f,single,n,114990,24h,Getting the word out on social media about the terrible Trumo budget -- and seeing that people were interested and motivated to act.,Getting the word out on social media about the terrible Trumo budget -- and seeing that people were interested and motivated to act.,True,1,achievement,achievement,1
6694,947,25,USA,m,single,n,68747,3m,I have bought a used car and it is my first car that I have and it makes me quite happy. ,I have bought a used car and it is my first car that I have and it makes me quite happy. ,True,1,achievement,achievement,1
6735,957,32,USA,m,single,y,41745,24h,I was able to pay my credit card bill today.,I was able to pay my credit card bill today.,True,1,achievement,achievement,1
6736,957,32,USA,m,single,y,66000,3m,I fixed my computer a month ago which was very exciting.,I fixed my computer a month ago which was very exciting.,True,1,achievement,achievement,1
6737,957,32,USA,m,single,y,73937,3m,I purchased a new hard drive last week.,I purchased a new hard drive last week.,True,1,achievement,achievement,1
6738,957,32,USA,m,single,y,91001,3m,I have started saving money very recently and I plan on keeping it up.,I have started saving money very recently and I plan on keeping it up.,True,1,achievement,achievement,1
6740,957,32,USA,m,single,y,111390,24h,I paid back a loan that I have been putting off.,I paid back a loan that I have been putting off.,True,1,achievement,achievement,1
6752,960,22,USA,m,single,n,58468,3m,I won a match in a game I play.,I won a match in a game I play.,True,1,achievement,achievement,1
6753,960,22,USA,m,single,n,69915,3m,I did well on a very hard lab practical.,I did well on a very hard lab practical.,True,1,achievement,achievement,1
6754,960,22,USA,m,single,n,78323,3m,I bought a brand new pair of shoes after not buying any in a long time.,I bought a brand new pair of shoes after not buying any in a long time.,True,1,achievement,achievement,1
6782,966,21,USA,m,single,n,101306,3m,Being able to do well in my studies made me happy about one week ago.,Being able to do well in my studies made me happy about one week ago.,True,1,achievement,achievement,1
6787,967,29,USA,m,single,n,47578,24h,I was able to get through the entire day without smoking.,I was able to get through the entire day without smoking.,True,1,achievement,achievement,1
6788,968,35,USA,m,single,n,45098,24h,I finaly found out why the DMV hasnt sent my license plates,I finally found out why the DMV hasnt sent my license plates,False,1,achievement,achievement,1
6789,968,35,USA,m,single,n,83009,3m,I asked for a raise for the first time in my work history and I got exactly what I asked for. ,I asked for a raise for the first time in my work history and I got exactly what I asked for. ,True,1,achievement,achievement,1
6791,968,35,USA,m,single,n,88564,3m,My tire was fixed with a can of fix-a-flat rather than going to a tire repair service,My tire was fixed with a can of fix-a-flat rather than going to a tire repair service,True,1,achievement,achievement,1
6792,968,35,USA,m,single,n,90564,3m,I saved enough to plan a vacation,I saved enough to plan a vacation,True,1,achievement,achievement,1
6804,970,23,USA,f,single,n,75524,3m,I finished screening in the balcony of my apartment so my cats can safely stay outside and watch nature.,I finished screening in the balcony of my apartment so my cats can safely stay outside and watch nature.,True,1,achievement,achievement,1
6808,971,34,USA,f,single,y,92860,3m,I got a nice discount on shoes I bought that I didn't expect to be on sale.,I got a nice discount on shoes I bought that I didn't expect to be on sale.,True,1,achievement,achievement,1
6809,971,34,USA,f,single,y,96479,3m,Winning a $10 lottery ticket.,Winning a $10 lottery ticket.,True,1,achievement,achievement,1
6810,972,29,USA,m,single,y,28535,24h,Basically I got an eye exam that really helped me with my eyes. I have diabetes and suffering some vision problems. I ended up getting prescription glasses for my eyes.,Basically I got an eye exam that really helped me with my eyes. I have diabetes and suffering some vision problems. I ended up getting prescription glasses for my eyes.,True,3,achievement,achievement,1
